line,artist
Here's the key to the front door,Dio
Do you want more,Dio
Will you need more?,Dio
Tired of living in the black and white,Dio
Where no-one's wrong and you're never right,Dio
Same old steps to the same old dance,Dio
Just one more reason - one more chance,Dio
Oh,Dio
Every time that I look into the mirror,Dio
All these lines in my face getting clearer,Dio
The past is gone,Dio
It went by like dusk to dawn,Dio
Isn't that the way,Dio
Everybody's got their dues in life to pay,Dio
"Well, I know, nobody knows",Dio
Where it comes and where it goes,Dio
I know it's everybody's sin,Dio
You got lose to know how to win,Dio
Half my life's in books' written pages,Dio
Lived and learned from fools and from sages,Dio
"You know it's true, oh",Dio
All these things come back to you,Dio
"Sing with me, sing for the years",Dio
"Sing for the laughter, sing for the tears",Dio
"Sing with me, just for today",Dio
Maybe tomorrow the good Lord will take it away,Dio
Hey-hey-hey,Dio
"Sing with me, sing for the years",Dio
"Sing for the laughter, sing for the tears",Dio
"Sing with me, just for today",Dio
Maybe tomorrow the good Lord will take it away,Dio
"Dream on, dream on, dream on",Dio
Dream yourself a dream come true,Dio
"Dream on, dream on, dream on",Dio
Dream until your dream comes true,Dio
"Dream on, dream on, dream on, dream on",Dio
"Dream on, dream on, dream on, dream on, oh",Dio
"Sing with me, sing for the years",Dio
"Sing for the laughter, sing for the tears",Dio
"Sing with me, just for today",Dio
Maybe tomorrow the good Lord will take it away,Dio
"Sing with me, sing for the years",Dio
"Sing for the laughter, sing for the tears",Dio
"Sing with me, just for today",Dio
"Maybe tomorrow will pull out and take it away, yeah",Dio
Well I've never been here before,Dio
But I'm coming back tomorrow,Dio
For the real pain - a cold rain again,Dio
Nice day for a crucifixion,Dio
Heard a new prediction,Dio
That we can all be saved - so I'll have,Dio
One more for the road - play it again,Dio
One more for the road,Dio
Never heard this before,Dio
That a child can tell who's evil,Dio
But it's a good thing if we sing along,Dio
Cold day - we can make a fire,Dio
Burn another liar,Dio
Can witches ever die - hey let's burn,Dio
One more for the road - gimme the same again,Dio
One more for the road,Dio
Well I've never been here before,Dio
And the room is really empty,Dio
But there's a big line waiting for the show,Dio
Nice day for an execution,Dio
Another wrong conclusion,Dio
But someone's got to pay - so let's burn,Dio
One more for the road - same again,Dio
One more for the road,Dio
There's a child who just sees evil,Dio
And a man who just loves pain,Dio
But I've heard that we can't save them,Dio
So gimme me the same again,Dio
There's a cross that you can't carry,Dio
Cause it's heavier than hell,Dio
And if you should meet your maker,Dio
Just pray that he won't yell,Dio
One more for the road,Dio
One more for the road,Dio
One more for the road,Dio
One more for the road,Dio
And then you dream,Dio
Of a world with only windows,Dio
Inside you - you can hide you,Dio
You know,Dio
And then the night,Dio
You're just another empty shadow,Dio
No questions - no answers,Dio
No one to scream at you,Dio
Turn around and when you face the sun,Dio
We can make you be like everyone you know,Dio
Hey you - you're just master of the moon,Dio
And then the eyes,Dio
If you look at them they'll blind you,Dio
Who are you - what are you,Dio
Why do you scream at me,Dio
Turn around and when you face the sun,Dio
We can make you be like everyone you know,Dio
Hey you - you're just master of the moon,Dio
We can shake you make you over,Dio
We just need some time to,Dio
Shed some light upon your darkness,Dio
We need your mind,Dio
And then you dream again,Dio
In a world that only you know,Dio
Inside you - you can hide you,Dio
No one to scream at you,Dio
Turn around and when you face the sun,Dio
We can make you be like everyone you know,Dio
I'll turn away and never face the sun,Dio
You never make me be like you,Dio
I'm master of the moon,Dio
If I could sleep at night,Dio
Then somehow I'd see,Dio
Why everything's wrong,Dio
Or maybe it's just me,Dio
Does anybody know this place that I'm in,Dio
Why I might be alone,Dio
Imagination is a terrible thing,Dio
What if I'm wrong,Dio
But here's what I've been thinking,Dio
It must be the end of the world,Dio
What ever happened to the rock and roll song,Dio
Breaking your brain,Dio
Making you stronger,Dio
They say you never hear the bullet that kills,Dio
And I don't hear a sound,Dio
It's not about a change or revolution,Dio
What's gone today is still called substitution,Dio
Don't get emotional but we're out of time,Dio
The melody's gone,Dio
And fools have got the sunshine,Dio
If I'm mistaken and I see you again,Dio
Don't leave me alone,Dio
Maybe tomorrow,Dio
Could be the end of the world,Dio
Don't make wishes,Dio
Don't waste time,Dio
Call the ones you hate,Dio
You'd say I'm sorry but they'll have to wait,Dio
Fot the end of the world,Dio
Bye bye bye bye bye bye,Dio
Fingers scratching blackboards,Dio
Make cowards of the brave,Dio
A natural reaction,Dio
From the cradle to the grave,Dio
Rats and bats and spiders,Dio
And little things that crawl,Dio
Never make me tremble,Dio
I'm bothered not at all,Dio
Then I saw you,Dio
Something new inside of me,Dio
What's this shakin',Dio
You made me shiver,Dio
Cemetery midnights,Dio
Walking on the dead,Dio
Never seemed to matter,Dio
It's all inside your head,Dio
Names are only letters,Dio
Mentioned on a stone,Dio
And If you're going somewhere,Dio
You're going it alone,Dio
Then I saw you,Dio
Something new inside of me,Dio
What's this shakin',Dio
You made me shiver,Dio
Magic charms and voodoo,Dio
And all those other spells,Dio
Didn't make impressions,Dio
I never slept so well,Dio
If I had a nightmare,Dio
I'm sure that I would know,Dio
I really don't remember,Dio
But I'm sure it isn't so,Dio
Then I saw you,Dio
Something new inside of me,Dio
What's this shakin',Dio
Turn out the lights it won't matter,Dio
A bucket of blood and I'm still fine,Dio
A black cat's only a color,Dio
But you can do it any time,Dio
Bless me father I must go away,Dio
To save us from the one's who don't believe,Dio
Confess me father I have sin but maybe,Dio
Angels really sing,Dio
Fot the man who would be king,Dio
We laugh at your religion,Dio
You people of the sand,Dio
We have no superstition,Dio
You can read it in our hands,Dio
Forgive me father for the change we bring,Dio
But it's all for the man who would be king,Dio
Don't leave a body standing,Dio
Not the holy not the small,Dio
Deliver us from evil,Dio
If it's yours we want it all,Dio
Lately father I've been wondering,Dio
Is the devil just the man who would be king,Dio
How can right be ever wrong,Dio
We are glory we are stronger than you,Dio
We never got an answer,Dio
But it's just too late to ask,Dio
The bloody flag was waving,Dio
And our hearts just ran too fast,Dio
Curse me father for the chains we bring,Dio
And don't believe the man who would be king,Dio
We never got an answer,Dio
Cause the question slipped my mind,Dio
I've been so busy killing,Dio
That I haven't found the right time,Dio
Oh no - they're at it again,Dio
Looking inside my secrets,Dio
Coming through cracks before I mend the wall,Dio
Get out - cause you're breaking the law,Dio
How did you ever find me,Dio
Places where I can hide can't get much smaller,Dio
I have invisible dreams,Dio
Where no one can touch me,Dio
Maybe I'll find a way to disappear,Dio
No one moves - and no one dies,Dio
Just the eyes,Dio
I've run as fast as I can,Dio
Thinking they'll never catch me,Dio
What a waste of breath a waste of time,Dio
Feel like digging a hole,Dio
Going in even deeper,Dio
Maybe they just can't see what just can't shine,Dio
I'll be lost - so no goddbyes,Dio
If no one moves then nothing dies,Dio
Just the eyes,Dio
Oh no - they've done it again,Dio
Sending out the detectives,Dio
Searching for signs of life and that means me,Dio
In my invisible dreams,Dio
When no one is watching,Dio
I'd make the whole world blind and I'd be free,Dio
I'll be lost - so no replies,Dio
If no one looks then no one dies,Dio
Just the eyes,Dio
Those eyes,Dio
Magic numbers,Dio
Even sacrifice,Dio
I can't find a way,Dio
Cause nothing stops the eyes,Dio
When a milion miles from no where,Dio
Is still too close to home,Dio
You're with a hundred thousand people,Dio
And you still feel all alone,Dio
She was never in the circle,Dio
Or the round would be a square,Dio
And the more she seemed to want it,Dio
The less they seemed to care,Dio
Sold out and no admission,Dio
Too late to buy,Dio
It's never who it's only why,Dio
She's living the lie,Dio
When you're on your way to somewhere,Dio
But the elevator falls,Dio
Do you look for stairs to heaven,Dio
Or wander through the halls,Dio
He was only dedicated,Dio
To the ones who make the law,Dio
But they burned with too much fire,Dio
And his heart was made of straw,Dio
No ticket - no admission,Dio
Too late to buy,Dio
It's always he and he knows why,Dio
He's living the lie,Dio
Break down,Dio
How bad do you want it,Dio
How far will you go,Dio
If you're looking at tomorrow,Dio
To forget about today,Dio
Then the past will be your future,Dio
And it's there you'll always stay,Dio
What about the pictures,Dio
That smile from magazines,Dio
The ultimate temptation,Dio
Our new kings and all our queens,Dio
Such heat and too much pressure,Dio
Not worth the try,Dio
No more for them,Dio
Now it's I,Dio
And no more living the lie,Dio
Living the lie,Dio
Oh why,Dio
Live the lie,Dio
I think I'm through with just pretending,Dio
Knocking at a door,Dio
That I've been through before,Dio
Congratulations - at last you've seen my light,Dio
Now it's you against the night,Dio
I think I'm never coming after - after all,Dio
Now I've become the cat,Dio
Who always lets you know that,Dio
I Am I Am - stronger than the wind,Dio
I Am I Am sin,Dio
I Am I Am - stronger without you,Dio
I Am,Dio
For all the words gone unspoken,Dio
Silence isn't gold,Dio
Or the story's never told,Dio
Investigation - at last I've found my light,Dio
And we shine,Dio
So now I'm like the cat,Dio
Who always tells you this that,Dio
I Am I Am - stronger than the wind,Dio
I Am I Am sin,Dio
I Am I Am better without you,Dio
I Am,Dio
I think I'm way outside illusion,Dio
Breaking down the door,Dio
That locked me in before,Dio
Congratulations - now that you've see my light - after all,Dio
And when I become the cat,Dio
I'll always let you know that,Dio
I Am I Am - stronger than the wind,Dio
I Am I Am sin,Dio
I Am I Am - stronger without you,Dio
I Am,Dio
I Am I Am - brighter than the sun,Dio
I Am I Am everyone,Dio
I Am I Am - better without you,Dio
I Am,Dio
I Am I Am - stronger than before,Dio
I Am I Am more,Dio
I Am I Am - ready to go on,Dio
I Am,Dio
One night when the stars were right,Dio
For the gypsy queen,Dio
And she found she could drog you down,Dio
To a place that's in - between it all she's a,Dio
Madman with a delicate hand and evil eyes,Dio
And I've heard she'll only say a word,Dio
And that's enough to satisfy,Dio
Don't ask why,Dio
Don't even think about it,Dio
Brave men die,Dio
But what a way to go,Dio
She's not above,Dio
Death by love,Dio
One spell from the wishing well,Dio
And you're nevermore,Dio
Bad start for the sacred heart,Dio
Cause the end has come before the beginning,Dio
Knee deep in the darkest sleep,Dio
But the eyes see all,Dio
So high you could break the sky,Dio
And never feel the fall to come,Dio
Strong men die,Dio
But what a way to go,Dio
She's not above,Dio
Death by love,Dio
Don't ask why,Dio
Don't even think about it,Dio
Brave men die,Dio
But what a way to go,Dio
You've got symptoms of,Dio
Death by love,Dio
She's not above,Dio
Death by love,Dio
Don't ask why,Dio
Don't even guess about it,Dio
All men die,Dio
But this is death by love,Dio
Help me - save me,Dio
I've just crossed the line,Dio
Where reason might betray me,Dio
Wake me - shake me,Dio
Send a message to my brain,Dio
Before they take me,Dio
How can I get through to you,Dio
That wishes just come true,Dio
In dreams,Dio
Don't go - don't dare,Dio
Cause the journey drives you made,Dio
Before you get there,Dio
Help me - save me,Dio
I'll be glad to give you back,Dio
The hand you gave me,Dio
How can I get through to you,Dio
That wishes do come true,Dio
In dreams,Dio
If I'm a river - then you're the sea,Dio
Somewhere you'll find me,Dio
Alone and swimming here in ecstasy,Dio
If I am silence - you must be scream,Dio
But I don't hear you,Dio
I'm in a place that I've just never seen before,Dio
Don't go - you'll never save me,Dio
I've just slapped away,Dio
That helping hand you gave me,Dio
Don't wake me - Don't shake me,Dio
Here's a message from my brain,Dio
You'll never take me,Dio
How can I get through to you,Dio
That wishes do come true in dreams,Dio
In my dreams,Dio
Bring me down drag me away from heaven,Dio
But look out angels guard the door,Dio
We all choose pain if pleasure is ordinary,Dio
Then we beg for more and more and more,Dio
Oh lock me up in an institution and throw away the key,Dio
Then I'm free the prisoner of paradise,Dio
Take me down I've gone too high so hurry how can this be real,Dio
I paid for the ride and got wishes for eternity,Dio
And here's one more I wish that you would steal them,Dio
Tie me down and don't believe me if I say I'm free,Dio
It's still me the prisoner of paradise,Dio
